speed_kmh,trip_id,service_id,arrival_time,Datetime
44.1,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:10:00,11/20/2023 7:10
47.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:11:00,11/20/2023 7:11
54,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:12:00,11/20/2023 7:12
33.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:13:00,11/20/2023 7:13
4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:14:00,11/20/2023 7:14
19,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:15:00,11/20/2023 7:15
41.7,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:16:00,11/20/2023 7:16
24.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:17:00,11/20/2023 7:17
44.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:18:00,11/20/2023 7:18
44.9,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:19:00,11/20/2023 7:19
27.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:20:00,11/20/2023 7:20
37.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:21:00,11/20/2023 7:21
23.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:22:00,11/20/2023 7:22
74,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:23:00,11/20/2023 7:23
47.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:24:00,11/20/2023 7:24
45.5,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:25:00,11/20/2023 7:25
57.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:26:00,11/20/2023 7:26
13.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:27:00,11/20/2023 7:27
18.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:28:00,11/20/2023 7:28
44.1,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:29:00,11/20/2023 7:29
47.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:30:00,11/20/2023 7:30
54,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:31:00,11/20/2023 7:31
33.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:32:00,11/20/2023 7:32
4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:33:00,11/20/2023 7:33
19,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:34:00,11/20/2023 7:34
41.7,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:35:00,11/20/2023 7:35
24.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:36:00,11/20/2023 7:36
44.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:37:00,11/20/2023 7:37
44.9,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:38:00,11/20/2023 7:38
27.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:39:00,11/20/2023 7:39
37.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:40:00,11/20/2023 7:40
23.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:41:00,11/20/2023 7:41
74,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:42:00,11/20/2023 7:42
47.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:43:00,11/20/2023 7:43
45.5,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:44:00,11/20/2023 7:44
57.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:45:00,11/20/2023 7:45
13.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:46:00,11/20/2023 7:46
18.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:47:00,11/20/2023 7:47
44.1,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:48:00,11/20/2023 7:48
47.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:49:00,11/20/2023 7:49
54,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:50:00,11/20/2023 7:50
33.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:51:00,11/20/2023 7:51
4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:52:00,11/20/2023 7:52
19,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:53:00,11/20/2023 7:53
41.7,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:54:00,11/20/2023 7:54
24.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:55:00,11/20/2023 7:55
44.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:56:00,11/20/2023 7:56
44.9,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:57:00,11/20/2023 7:57
27.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:58:00,11/20/2023 7:58
37.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,7:59:00,11/20/2023 7:59
23.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:00:00,11/20/2023 8:00
74,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:01:00,11/20/2023 8:01
47.6,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:02:00,11/20/2023 8:02
45.5,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:03:00,11/20/2023 8:03
57.3,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:04:00,11/20/2023 8:04
13.2,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:05:00,11/20/2023 8:05
18.4,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:06:00,11/20/2023 8:06
44.1,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:07:00,11/20/2023 8:07
47.3,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:08:00,11/20/2023 8:08
54,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:09:00,11/20/2023 8:09
33.3,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:10:00,11/20/2023 8:10
4,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:11:00,11/20/2023 8:11
19,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:12:00,11/20/2023 8:12
41.7,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:13:00,11/20/2023 8:13
24.6,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:14:00,11/20/2023 8:14
44.2,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:15:00,11/20/2023 8:15
44.9,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:16:00,11/20/2023 8:16
27.3,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:17:00,11/20/2023 8:17
37.2,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:18:00,11/20/2023 8:18
23.4,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:19:00,11/20/2023 8:19
74,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:20:00,11/20/2023 8:20
47.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:21:00,11/20/2023 8:21
45.5,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:22:00,11/20/2023 8:22
57.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:23:00,11/20/2023 8:23
13.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:24:00,11/20/2023 8:24
18.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:25:00,11/20/2023 8:25
44.1,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:26:00,11/20/2023 8:26
47.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:27:00,11/20/2023 8:27
54,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:28:00,11/20/2023 8:28
33.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:29:00,11/20/2023 8:29
4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:30:00,11/20/2023 8:30
19,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:31:00,11/20/2023 8:31
41.7,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:32:00,11/20/2023 8:32
24.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:33:00,11/20/2023 8:33
44.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:34:00,11/20/2023 8:34
44.9,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:35:00,11/20/2023 8:35
27.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:36:00,11/20/2023 8:36
37.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:37:00,11/20/2023 8:37
23.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:38:00,11/20/2023 8:38
74,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:39:00,11/20/2023 8:39
74,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:40:00,11/20/2023 8:40
47.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:41:00,11/20/2023 8:41
47.6,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:42:00,11/20/2023 8:42
45.5,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:43:00,11/20/2023 8:43
45.5,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:44:00,11/20/2023 8:44
57.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:45:00,11/20/2023 8:45
57.3,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:46:00,11/20/2023 8:46
13.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:47:00,11/20/2023 8:47
13.2,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:48:00,11/20/2023 8:48
18.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:49:00,11/20/2023 8:49
18.4,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:50:00,11/20/2023 8:50
44.1,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:51:00,11/20/2023 8:51
44.1,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:52:00,11/20/2023 8:52
47.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:53:00,11/20/2023 8:53
47.3,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:54:00,11/20/2023 8:54
54,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:55:00,11/20/2023 8:55
54,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:56:00,11/20/2023 8:56
33.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:57:00,11/20/2023 8:57
33.3,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:58:00,11/20/2023 8:58
4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,8:59:00,11/20/2023 8:59
4,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:00:00,11/20/2023 9:00
19,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:01:00,11/20/2023 9:01
19,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:02:00,11/20/2023 9:02
41.7,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:03:00,11/20/2023 9:03
41.7,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:04:00,11/20/2023 9:04
24.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:05:00,11/20/2023 9:05
24.6,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:06:00,11/20/2023 9:06
44.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:07:00,11/20/2023 9:07
44.2,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:08:00,11/20/2023 9:08
44.9,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:09:00,11/20/2023 9:09
44.9,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:10:00,11/20/2023 9:10
27.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:11:00,11/20/2023 9:11
27.3,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:12:00,11/20/2023 9:12
37.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:13:00,11/20/2023 9:13
37.2,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:14:00,11/20/2023 9:14
23.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:15:00,11/20/2023 9:15
23.4,24251745-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:16:00,11/20/2023 9:16
74,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:17:00,11/20/2023 9:17
74,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:18:00,11/20/2023 9:18
47.6,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:19:00,11/20/2023 9:19
47.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:20:00,11/20/2023 9:20
45.5,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:21:00,11/20/2023 9:21
45.5,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:22:00,11/20/2023 9:22
57.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:23:00,11/20/2023 9:23
57.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:24:00,11/20/2023 9:24
13.2,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:25:00,11/20/2023 9:25
13.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:26:00,11/20/2023 9:26
18.4,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:27:00,11/20/2023 9:27
18.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:28:00,11/20/2023 9:28
44.1,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:29:00,11/20/2023 9:29
44.1,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:30:00,11/20/2023 9:30
47.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:31:00,11/20/2023 9:31
47.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:32:00,11/20/2023 9:32
54,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:33:00,11/20/2023 9:33
54,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:34:00,11/20/2023 9:34
33.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:35:00,11/20/2023 9:35
33.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:36:00,11/20/2023 9:36
4,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:37:00,11/20/2023 9:37
4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:38:00,11/20/2023 9:38
19,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:39:00,11/20/2023 9:39
19,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:40:00,11/20/2023 9:40
41.7,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:41:00,11/20/2023 9:41
41.7,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:42:00,11/20/2023 9:42
24.6,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:43:00,11/20/2023 9:43
24.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:44:00,11/20/2023 9:44
44.2,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:45:00,11/20/2023 9:45
44.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:46:00,11/20/2023 9:46
44.9,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:47:00,11/20/2023 9:47
44.9,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:48:00,11/20/2023 9:48
27.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:49:00,11/20/2023 9:49
27.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:50:00,11/20/2023 9:50
37.2,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:51:00,11/20/2023 9:51
37.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:52:00,11/20/2023 9:52
23.4,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:53:00,11/20/2023 9:53
23.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:54:00,11/20/2023 9:54
74,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:55:00,11/20/2023 9:55
47.6,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:56:00,11/20/2023 9:56
45.5,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:57:00,11/20/2023 9:57
57.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:58:00,11/20/2023 9:58
13.2,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,9:59:00,11/20/2023 9:59
18.4,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:00:00,11/20/2023 10:00
44.1,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:01:00,11/20/2023 10:01
47.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:02:00,11/20/2023 10:02
54,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:03:00,11/20/2023 10:03
33.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:04:00,11/20/2023 10:04
4,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:05:00,11/20/2023 10:05
19,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:06:00,11/20/2023 10:06
41.7,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:07:00,11/20/2023 10:07
24.6,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:08:00,11/20/2023 10:08
44.2,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:09:00,11/20/2023 10:09
44.9,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:10:00,11/20/2023 10:10
27.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:11:00,11/20/2023 10:11
37.2,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:12:00,11/20/2023 10:12
23.4,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:13:00,11/20/2023 10:13
74,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:14:00,11/20/2023 10:14
47.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:15:00,11/20/2023 10:15
45.5,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:16:00,11/20/2023 10:16
57.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:17:00,11/20/2023 10:17
13.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:18:00,11/20/2023 10:18
18.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:19:00,11/20/2023 10:19
44.1,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:20:00,11/20/2023 10:20
47.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:21:00,11/20/2023 10:21
54,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:22:00,11/20/2023 10:22
33.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:23:00,11/20/2023 10:23
4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:24:00,11/20/2023 10:24
19,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:25:00,11/20/2023 10:25
41.7,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:26:00,11/20/2023 10:26
24.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:27:00,11/20/2023 10:27
44.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:28:00,11/20/2023 10:28
44.9,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:29:00,11/20/2023 10:29
27.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:30:00,11/20/2023 10:30
37.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:31:00,11/20/2023 10:31
23.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:32:00,11/20/2023 10:32
74,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:33:00,11/20/2023 10:33
74,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:34:00,11/20/2023 10:34
47.6,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:35:00,11/20/2023 10:35
47.6,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:36:00,11/20/2023 10:36
45.5,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:37:00,11/20/2023 10:37
45.5,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:38:00,11/20/2023 10:38
57.3,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:39:00,11/20/2023 10:39
57.3,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:40:00,11/20/2023 10:40
13.2,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:41:00,11/20/2023 10:41
13.2,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:42:00,11/20/2023 10:42
18.4,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:43:00,11/20/2023 10:43
18.4,24251679-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:44:00,11/20/2023 10:44
44.1,24251678-AUG23-MVS-BUS-Weekday-01,AUG23-MVS-BUS-Weekday-01,10:45:00,11/20/2023 10:45
